Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),TeamCode,OriginalTable
RCB,Kader Kohou,25.0,1.0,16.0,"1.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
SS,Jevon Holland,23.0,2.0,12.0,"0.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,DeShon Elliott,26.0,4.0,15.0,"0.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Kenny Pickett,25.0,1,12.0,"201 for 324, 2,070 yards, 6 td, 4 int, & 42 rushes for 54 yards and 1 td",,2023_ROSTER.HTM,Table_1
RB,Najee Harris,25.0,2,17.0,"255 rushes for 1,035 yards, 8 td, & 29 catches for 170 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Diontae Johnson,27.0,4,11.0,"51 catches for 717 yards, 5 td",,2023_ROSTER.HTM,Table_1
WR,George Pickens,22.0,1,16.0,"63 catches for 1,140 yards, 5 td, & 3 rushes for 18 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Allen Robinson,30.0,9,17.0,"34 catches for 280 yards, 0 td",,2023_ROSTER.HTM,Table_1
TE,Pat Freiermuth,25.0,2,9.0,"32 catches for 308 yards, 2 td",,2023_ROSTER.HTM,Table_1
LT,Dan Moore,25.0,2,16.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
LG,Isaac Seumalo,30.0,7,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
C,Mason Cole,27.0,5,17.0,,,2023_ROSTER.HTM,Table_1
RG,James Daniels,26.0,5,15.0,,,2023_ROSTER.HTM,Table_1
RT,Broderick Jones,22.0,Rook,11.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Cameron Heyward,34.0,12,11.0,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
NT,Montravius Adams,28.0,6,8.0,,,2023_ROSTER.HTM,Table_1
RDE,Larry Ogunjobi,29.0,6,17.0,"3.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,T.J. Watt*+,29.0,6,17.0,"19.0 sacks, 1 interception, 3 fumbles recovered",,2023_ROSTER.HTM,Table_1
LILB,Cole Holcomb,27.0,4,8.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RILB,Elandon Roberts,29.0,7,15.0,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
ROLB,Alex Highsmith,26.0,3,17.0,"7.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Patrick Peterson,33.0,12,16.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Joey Porter Jr.,23.0,Rook,11.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Keanu Neal,28.0,7,8.0,"0.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,Minkah Fitzpatrick*,27.0,5,10.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Jalen Hurts*,25.0,3.0,17.0,"352 for 538, 3,858 yards, 23 td, 15 int, & 157 rushes for 605 yards and 15 td",,2023_ROSTER.HTM,Table_1
RB,D'Andre Swift*,24.0,3.0,15.0,"229 rushes for 1,049 yards, 5 td, & 39 catches for 214 yards and 1 td",,2023_ROSTER.HTM,Table_1
WR,A.J. Brown*,26.0,4.0,17.0,"106 catches for 1,456 yards, 7 td",,2023_ROSTER.HTM,Table_1
WR,DeVonta Smith,25.0,2.0,16.0,"81 catches for 1,066 yards, 7 td",,2023_ROSTER.HTM,Table_1
TE,Dallas Goedert,28.0,5.0,14.0,"59 catches for 592 yards, 3 td, & 1 rush for 1 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Jack Stoll,25.0,2.0,10.0,"5 catches for 38 yards, 0 td",,2023_ROSTER.HTM,Table_1
LT,Jordan Mailata,26.0,3.0,17.0,,,2023_ROSTER.HTM,Table_1
LG,Landon Dickerson*,25.0,2.0,16.0,,,2023_ROSTER.HTM,Table_1
C,Jason Kelce*+,36.0,12.0,17.0,,,2023_ROSTER.HTM,Table_1
RG,Cam Jurgens,24.0,1.0,11.0,,,2023_ROSTER.HTM,Table_1
RT,Lane Johnson*,33.0,10.0,16.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Milton Williams,24.0,2.0,10.0,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LDT,Fletcher Cox,33.0,11.0,15.0,"5.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDT,Jordan Davis,23.0,1.0,17.0,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Josh Sweat,26.0,5.0,17.0,"6.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Haason Reddick*,29.0,6.0,17.0,"11.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
MLB,Nicholas Morrow,28.0,6.0,12.0,"3.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RLB,Zach Cunningham,29.0,6.0,10.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Darius Slay*,32.0,10.0,12.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,James Bradberry,30.0,7.0,16.0,"0.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
SS,Kevin Byard,30.0,7.0,10.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Reed Blankenship,24.0,1.0,15.0,"0.0 sacks, 3 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Lamar Jackson*+,26.0,5,16.0,"307 for 457, 3,678 yards, 24 td, 7 int, & 148 rushes for 821 yards and 5 td",,2023_ROSTER.HTM,Table_1
RB,Gus Edwards,28.0,5,9.0,"198 rushes for 810 yards, 13 td, & 12 catches for 180 yards and 0 td",,2023_ROSTER.HTM,Table_1
FB,Patrick Ricard,29.0,6,9.0,"0 rushes for yards, 0 td, & 5 catches for 52 yards and 1 td",,2023_ROSTER.HTM,Table_1
WR,Rashod Bateman,24.0,2,12.0,"32 catches for 367 yards, 1 td, & 1 rush for 18 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Zay Flowers,23.0,Rook,16.0,"77 catches for 858 yards, 5 td, & 8 rushes for 56 yards and 1 td",,2023_ROSTER.HTM,Table_1
TE,Mark Andrews,28.0,5,9.0,"45 catches for 544 yards, 6 td, & 1 rush for yards and 0 td",,2023_ROSTER.HTM,Table_1
LT,Ronnie Stanley,29.0,7,13.0,,,2023_ROSTER.HTM,Table_1
LG,John Simpson,26.0,3,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
C,Tyler Linderbaum*,23.0,1,15.0,,,2023_ROSTER.HTM,Table_1
RG,Kevin Zeitler*,33.0,11,15.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
RT,Morgan Moses,32.0,9,14.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Justin Madubuike*,26.0,3,17.0,"13.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
DT,Broderick Washington Jr.,27.0,3,5.0,,,2023_ROSTER.HTM,Table_1
NT,Michael Pierce,31.0,7,17.0,"1.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,Malik Harrison,25.0,3,8.0,,,2023_ROSTER.HTM,Table_1
LILB,Roquan Smith*+,26.0,5,16.0,"1.5 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RILB,Patrick Queen*,24.0,3,17.0,"3.5 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
ROLB,Jadeveon Clowney,30.0,9,15.0,"9.5 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Marlon Humphrey,27.0,6,10.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Brandon Stephens,26.0,2,16.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Kyle Hamilton*+,22.0,1,15.0,"3.0 sacks, 4 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Marcus Williams,27.0,6,11.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Sam Howell,23.0,1.0,17.0,"388 for 612, 3,946 yards, 21 td, 21 int, & 48 rushes for 263 yards and 5 td",,2023_ROSTER.HTM,Table_1
RB,Brian Robinson Jr.,24.0,1.0,15.0,"178 rushes for 733 yards, 5 td, & 36 catches for 368 yards and 4 td",,2023_ROSTER.HTM,Table_1
WR,Jahan Dotson,23.0,1.0,16.0,"49 catches for 518 yards, 4 td",,2023_ROSTER.HTM,Table_1
WR,Terry McLaurin,28.0,4.0,17.0,"79 catches for 1,002 yards, 4 td",,2023_ROSTER.HTM,Table_1
WR,Curtis Samuel,27.0,6.0,13.0,"62 catches for 613 yards, 4 td, & 7 rushes for 39 yards and 1 td",,2023_ROSTER.HTM,Table_1
TE,Logan Thomas,32.0,9.0,15.0,"55 catches for 496 yards, 4 td, & 1 rush for 2 yards and 0 td",,2023_ROSTER.HTM,Table_1
LT,Charles Leno Jr.,32.0,9.0,13.0,,,2023_ROSTER.HTM,Table_1
LG,Saahdiq Charles,24.0,3.0,10.0,,,2023_ROSTER.HTM,Table_1
C,Nick Gates,28.0,4.0,10.0,,,2023_ROSTER.HTM,Table_1
RG,Samuel Cosmi,24.0,2.0,17.0,,,2023_ROSTER.HTM,Table_1
RT,Andrew Wylie,29.0,5.0,15.0,2 fumbles recovered,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Montez Sweat*,27.0,4.0,8.0,"6.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LDT,Daron Payne,26.0,5.0,17.0,"4.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDT,Jonathan Allen,28.0,6.0,16.0,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,James Smith-Williams,26.0,3.0,7.0,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Jamin Davis,25.0,2.0,13.0,"3.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
MLB,Cody Barton,27.0,4.0,13.0,"0.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RLB,Khaleke Hudson,26.0,3.0,8.0,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Benjamin St-Juste,26.0,2.0,16.0,"1.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Kendall Fuller,28.0,7.0,15.0,"0.0 sacks, 2 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Kamren Curl,24.0,3.0,16.0,"1.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,Percy Butler,23.0,1.0,13.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Zach Wilson,24.0,2,11.0,"221 for 368, 2,271 yards, 8 td, 7 int, & 36 rushes for 211 yards and 0 td",,2023_ROSTER.HTM,Table_1
RB,Breece Hall,22.0,1,16.0,"223 rushes for 994 yards, 5 td, & 76 catches for 591 yards and 4 td",,2023_ROSTER.HTM,Table_1
WR,Allen Lazard,28.0,5,12.0,"23 catches for 311 yards, 1 td",,2023_ROSTER.HTM,Table_1
WR,Garrett Wilson,23.0,1,17.0,"95 catches for 1,042 yards, 3 td, & 4 rushes for yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Tyler Conklin,28.0,5,12.0,"61 catches for 621 yards, 0 td, & 1 rush for yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,C.J. Uzomah,30.0,8,8.0,"8 catches for 58 yards, 1 td",,2023_ROSTER.HTM,Table_1
LT,Mekhi Becton,24.0,3,16.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
LG,Laken Tomlinson,31.0,8,17.0,2 fumbles recovered,,2023_ROSTER.HTM,Table_1
C,Joe Tippmann,22.0,Rook,14.0,,,2023_ROSTER.HTM,Table_1
RG,Jake Hanson,26.0,2,4.0,,,2023_ROSTER.HTM,Table_1
RT,Max Mitchell,24.0,1,7.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Quinton Jefferson,30.0,7,14.0,"6.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
NT,Quinnen Williams*,26.0,4,17.0,"5.5 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDE,John Franklin-Myers,27.0,5,17.0,"3.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,Jermaine Johnson II*,24.0,1,17.0,"7.5 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LILB,C.J. Mosley,31.0,9,17.0,"0.5 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RILB,Quincy Williams+,27.0,4,16.0,"2.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Sauce Gardner*+,23.0,1,16.0,,,2023_ROSTER.HTM,Table_1
RCB,D.J. Reed,27.0,5,15.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Jordan Whitehead,26.0,5,17.0,"0.5 sacks, 4 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Tony Adams,24.0,1,15.0,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
DB,Michael Carter,24.0,2,7.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Josh Allen,27.0,5,17.0,"385 for 579, 4,306 yards, 29 td, 18 int, & 111 rushes for 524 yards and 15 td",,2023_ROSTER.HTM,Table_1
RB,James Cook*,24.0,1,13.0,"237 rushes for 1,122 yards, 2 td, & 44 catches for 445 yards and 4 td",,2023_ROSTER.HTM,Table_1
WR,Gabriel Davis,24.0,3,17.0,"45 catches for 746 yards, 7 td, & 1 rush for -2 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Stefon Diggs*,30.0,8,17.0,"107 catches for 1,183 yards, 8 td, & 1 rush for 5 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Khalil Shakir,23.0,1,10.0,"39 catches for 611 yards, 2 td, & 1 rush for 10 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Dawson Knox,27.0,4,11.0,"22 catches for 186 yards, 2 td",,2023_ROSTER.HTM,Table_1
LT,Dion Dawkins*,29.0,6,17.0,,,2023_ROSTER.HTM,Table_1
LG,Connor McGovern,26.0,3,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
C,Mitch Morse,31.0,8,17.0,,,2023_ROSTER.HTM,Table_1
RG,O'Cyrus Torrence,23.0,Rook,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
RT,Spencer Brown,25.0,2,17.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Gregory Rousseau,23.0,2,16.0,"5.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LDT,Jordan Phillips,31.0,8,9.0,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDT,Ed Oliver,26.0,4,16.0,"9.5 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Leonard Floyd,31.0,7,16.0,"10.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Tyrel Dodson,25.0,3,10.0,"2.5 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
MLB,Terrel Bernard,24.0,1,17.0,"6.5 sacks, 3 interceptions, 3 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Rasul Douglas,28.0,6,8.0,"1.0 sacks, 4 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Christian Benford,23.0,1,14.0,"0.0 sacks, 2 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
SS,Jordan Poyer,32.0,10,16.0,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Micah Hyde,33.0,10,14.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
DB,Taron Johnson,27.0,5,17.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Aidan O'Connell,25.0,Rook,10.0,"213 for 343, 2,218 yards, 12 td, 7 int, & 17 rushes for 11 yards and 1 td",,2023_ROSTER.HTM,Table_1
RB,Josh Jacobs,25.0,4,13.0,"233 rushes for 805 yards, 6 td, & 37 catches for 296 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Davante Adams,31.0,9,17.0,"103 catches for 1,144 yards, 8 td",,2023_ROSTER.HTM,Table_1
WR,Jakobi Meyers,27.0,4,16.0,"71 catches for 807 yards, 8 td, & 4 rushes for 24 yards and 2 td",,2023_ROSTER.HTM,Table_1
TE,Austin Hooper,29.0,7,9.0,"25 catches for 234 yards, 0 td",,2023_ROSTER.HTM,Table_1
TE,Michael Mayer,22.0,Rook,12.0,"27 catches for 304 yards, 2 td",,2023_ROSTER.HTM,Table_1
LT,Kolton Miller,28.0,5,11.0,,,2023_ROSTER.HTM,Table_1
LG,Dylan Parham,24.0,1,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
C,Andre James,26.0,4,16.0,,,2023_ROSTER.HTM,Table_1
RG,Greg Van Roten,33.0,11,17.0,,,2023_ROSTER.HTM,Table_1
RT,Jermaine Eluemunor,29.0,6,14.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Maxx Crosby*,26.0,4,17.0,"14.5 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LDT,Bilal Nichols,27.0,5,17.0,"1.5 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDT,John Jenkins,34.0,10,17.0,"1.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDE,Malcolm Koonce,25.0,2,11.0,"8.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Robert Spillane,28.0,5,17.0,"3.5 sacks, 3 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
MLB,Divine Deablo,25.0,2,15.0,"1.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Amik Robertson,25.0,3,12.0,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Marcus Peters,30.0,8,12.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Marcus Epps,27.0,4,17.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,Tre'von Moehrig,24.0,2,17.0,"2.0 sacks, 3 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
DB,Jakorian Bennett,23.0,Rook,4.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Kirk Cousins,35.0,11,8.0,"216 for 311, 2,331 yards, 18 td, 5 int, & 14 rushes for 25 yards and 0 td",,2023_ROSTER.HTM,Table_1
RB,Alexander Mattison,25.0,4,13.0,"180 rushes for 700 yards, 0 td, & 30 catches for 192 yards and 3 td",,2023_ROSTER.HTM,Table_1
WR,Jordan Addison,21.0,Rook,14.0,"70 catches for 911 yards, 10 td, & 1 rush for 2 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Justin Jefferson,24.0,3,9.0,"68 catches for 1,074 yards, 5 td, & 1 rush for -12 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,K.J. Osborn,26.0,3,12.0,"48 catches for 540 yards, 3 td",,2023_ROSTER.HTM,Table_1
TE,T.J. Hockenson,26.0,4,11.0,"95 catches for 960 yards, 5 td",,2023_ROSTER.HTM,Table_1
LT,Christian Darrisaw,24.0,2,15.0,,,2023_ROSTER.HTM,Table_1
LG,Dalton Risner,28.0,4,11.0,,,2023_ROSTER.HTM,Table_1
C,Garrett Bradbury,28.0,4,14.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
RG,Ed Ingram,24.0,1,15.0,,,2023_ROSTER.HTM,Table_1
RT,Brian O'Neill,28.0,5,14.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
NT,Harrison Phillips,27.0,5,17.0,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Jonathan Bullard,30.0,7,14.0,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,Danielle Hunter*,29.0,8,17.0,"16.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LILB,Jordan Hicks,31.0,8,13.0,"1.0 sacks, 1 interception, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RILB,Ivan Pace,23.0,Rook,11.0,"2.5 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
