Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),TeamCode,OriginalTable
ROLB,D.J. Wonnum,26.0,3,14.0,"8.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Akayleb Evans,24.0,1,15.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Byron Murphy,25.0,4,14.0,"0.0 sacks, 3 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
SS,Camryn Bynum,25.0,2,17.0,"0.5 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Harrison Smith,34.0,11,17.0,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
DB,Josh Metellus,25.0,3,17.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Jordan Love,25.0,2,17.0,"372 for 579, 4,159 yards, 32 td, 11 int, & 50 rushes for 247 yards and 4 td",,2023_ROSTER.HTM,Table_1
RB,Aaron Jones,29.0,6,11.0,"142 rushes for 656 yards, 2 td, & 30 catches for 233 yards and 1 td",,2023_ROSTER.HTM,Table_1
LH,Elgton Jenkins,28.0,4,15.0,,,2023_ROSTER.HTM,Table_1
WR,Romeo Doubs,23.0,1,16.0,"59 catches for 674 yards, 8 td",,2023_ROSTER.HTM,Table_1
WR,Jayden Reed,23.0,Rook,13.0,"64 catches for 793 yards, 8 td, & 11 rushes for 119 yards and 2 td",,2023_ROSTER.HTM,Table_1
WR,Christian Watson,24.0,1,9.0,"28 catches for 422 yards, 5 td, & 4 rushes for 11 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Luke Musgrave,23.0,Rook,9.0,"34 catches for 352 yards, 1 td",,2023_ROSTER.HTM,Table_1
LT,Rasheed Walker,23.0,1,15.0,,,2023_ROSTER.HTM,Table_1
C,Josh Myers,25.0,2,17.0,,,2023_ROSTER.HTM,Table_1
RT,Zach Tom,24.0,1,17.0,2 fumbles recovered,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Kenny Clark*,28.0,7,17.0,"7.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
NT,Tedarrell Slaton,26.0,2,17.0,,,2023_ROSTER.HTM,Table_1
LOLB,Preston Smith,31.0,8,17.0,"8.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LILB,De'Vondre Campbell,30.0,7,11.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RILB,Quay Walker,23.0,1,14.0,"2.5 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
ROLB,Rashan Gary,26.0,4,13.0,"9.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Keisean Nixon+,26.0,4,13.0,"0.5 sacks, 1 interception, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Carrington Valentine,22.0,Rook,12.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
SS,Jonathan Owens,28.0,4,11.0,"1.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,Rudy Ford,29.0,6,9.0,"0.0 sacks, 2 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
DB,Corey Ballentine,27.0,4,6.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Deshaun Watson,28.0,6,6.0,"105 for 171, 1,115 yards, 7 td, 4 int, & 26 rushes for 142 yards and 1 td",,2023_ROSTER.HTM,Table_1
RB,Jerome Ford,24.0,1,12.0,"204 rushes for 813 yards, 4 td, & 44 catches for 319 yards and 5 td",,2023_ROSTER.HTM,Table_1
WR,Amari Cooper*,29.0,8,15.0,"72 catches for 1,250 yards, 5 td",,2023_ROSTER.HTM,Table_1
WR,Elijah Moore,23.0,2,12.0,"59 catches for 640 yards, 2 td, & 9 rushes for 11 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Harrison Bryant,25.0,3,9.0,"13 catches for 81 yards, 3 td, & 5 rushes for 8 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,David Njoku*,27.0,6,16.0,"81 catches for 882 yards, 6 td",,2023_ROSTER.HTM,Table_1
LT,Geron Christian,27.0,5,9.0,,,2023_ROSTER.HTM,Table_1
LG,Joel Bitonio*,32.0,9,15.0,,,2023_ROSTER.HTM,Table_1
C,Ethan Pocic,28.0,6,15.0,,,2023_ROSTER.HTM,Table_1
RG,Wyatt Teller*,29.0,5,16.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
RT,Dawand Jones,22.0,Rook,9.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Myles Garrett*+,28.0,6,16.0,"14.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LDT,Dalvin Tomlinson,29.0,6,16.0,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDT,Jordan Elliott,26.0,3,14.0,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Za'Darius Smith,31.0,8,16.0,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Jeremiah Owusu-Koramoah*,24.0,2,13.0,"3.5 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
MLB,Anthony Walker,28.0,6,12.0,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RLB,Sione Takitaki,28.0,4,7.0,"2.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Greg Newsome II,23.0,2,13.0,"0.5 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Denzel Ward*,26.0,5,11.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Grant Delpit,25.0,2,13.0,"1.5 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,Juan Thornhill,28.0,4,11.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Baker Mayfield*,28.0,5,17.0,"364 for 566, 4,044 yards, 28 td, 10 int, & 62 rushes for 163 yards and 1 td",,2023_ROSTER.HTM,Table_1
RB,Rachaad White,24.0,1,17.0,"272 rushes for 990 yards, 6 td, & 64 catches for 549 yards and 3 td",,2023_ROSTER.HTM,Table_1
WR,Mike Evans*,30.0,9,17.0,"79 catches for 1,255 yards, 13 td",,2023_ROSTER.HTM,Table_1
WR,Chris Godwin,27.0,6,17.0,"83 catches for 1,024 yards, 2 td, & 4 rushes for 38 yards and 1 td",,2023_ROSTER.HTM,Table_1
WR,Trey Palmer,22.0,Rook,8.0,"39 catches for 385 yards, 3 td, & 3 rushes for 22 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Cade Otton,24.0,1,17.0,"47 catches for 455 yards, 4 td",,2023_ROSTER.HTM,Table_1
LT,Tristan Wirfs*,24.0,3,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
LG,Aaron Stinnie,29.0,5,11.0,,,2023_ROSTER.HTM,Table_1
C,Robert Hainsey,25.0,2,17.0,2 fumbles recovered,,2023_ROSTER.HTM,Table_1
RG,Cody Mauch,24.0,Rook,17.0,,,2023_ROSTER.HTM,Table_1
RT,Luke Goedeke,25.0,1,17.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Calijah Kancey,22.0,Rook,14.0,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
NT,Vita Vea,28.0,5,15.0,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Logan Hall,23.0,1,13.0,"0.5 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,Shaquil Barrett,31.0,8,16.0,"4.5 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LILB,Devin White,25.0,4,13.0,"2.5 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RILB,Lavonte David,33.0,11,15.0,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Jamel Dean,27.0,4,13.0,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Carlton Davis,27.0,5,12.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Antoine Winfield Jr.+,25.0,3,17.0,"6.0 sacks, 3 interceptions, 4 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Ryan Neal,28.0,5,13.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Joe Burrow,27.0,3,10.0,"244 for 365, 2,309 yards, 15 td, 6 int, & 31 rushes for 88 yards and 0 td",,2023_ROSTER.HTM,Table_1
RB,Joe Mixon,27.0,6,17.0,"257 rushes for 1,034 yards, 9 td, & 52 catches for 376 yards and 3 td",,2023_ROSTER.HTM,Table_1
WR,Tyler Boyd,29.0,7,13.0,"67 catches for 667 yards, 2 td, & 2 rushes for 11 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Ja'Marr Chase*,23.0,2,16.0,"100 catches for 1,216 yards, 7 td, & 3 rushes for -6 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Tee Higgins,24.0,3,11.0,"42 catches for 656 yards, 5 td",,2023_ROSTER.HTM,Table_1
TE,Drew Sample,27.0,4,10.0,"22 catches for 163 yards, 2 td",,2023_ROSTER.HTM,Table_1
LT,Orlando Brown Jr.,27.0,5,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
LG,Cordell Volson,25.0,1,17.0,,,2023_ROSTER.HTM,Table_1
C,Ted Karras,30.0,7,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
RG,Alex Cappa,28.0,5,17.0,,,2023_ROSTER.HTM,Table_1
RT,Jonah Williams,26.0,3,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Sam Hubbard,28.0,5,15.0,"6.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
LDT,D.J. Reader,29.0,7,14.0,"1.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDT,B.J. Hill,28.0,5,17.0,"4.5 sacks, 2 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDE,Trey Hendrickson*,29.0,6,17.0,"17.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Logan Wilson,27.0,3,17.0,"1.0 sacks, 4 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
MLB,Germaine Pratt,27.0,4,17.0,"2.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Cam Taylor-Britt,24.0,1,12.0,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,DJ Turner,23.0,Rook,12.0,"1.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
SS,Nick Scott,28.0,4,10.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,Daxton Hill,23.0,1,17.0,"1.5 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
DB,Mike Hilton,29.0,6,13.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Patrick Mahomes*,28.0,6,16.0,"401 for 597, 4,183 yards, 27 td, 14 int, & 75 rushes for 389 yards and 0 td",,2023_ROSTER.HTM,Table_1
RB,Isiah Pacheco,24.0,1,13.0,"205 rushes for 935 yards, 7 td, & 44 catches for 244 yards and 2 td",,2023_ROSTER.HTM,Table_1
WR,Rashee Rice,23.0,Rook,8.0,"79 catches for 938 yards, 7 td, & 1 rush for -3 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Marquez Valdes-Scantling,29.0,5,10.0,"21 catches for 315 yards, 1 td",,2023_ROSTER.HTM,Table_1
TE,Noah Gray,24.0,2,10.0,"28 catches for 305 yards, 2 td, & 1 rush for 1 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Travis Kelce*,34.0,10,15.0,"93 catches for 984 yards, 5 td",,2023_ROSTER.HTM,Table_1
LT,Donovan Smith,30.0,8,12.0,,,2023_ROSTER.HTM,Table_1
LG,Joe Thuney*+,31.0,7,17.0,,,2023_ROSTER.HTM,Table_1
C,Creed Humphrey*,24.0,2,17.0,,,2023_ROSTER.HTM,Table_1
RG,Trey Smith,24.0,2,17.0,,,2023_ROSTER.HTM,Table_1
RT,Jawaan Taylor,26.0,4,17.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,George Karlaftis III,22.0,1,16.0,"10.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LDT,Chris Jones*+,29.0,7,16.0,"10.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDT,Derrick Nnadi,27.0,5,17.0,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Michael Danna,26.0,3,16.0,"6.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Willie Gay Jr.,25.0,3,15.0,"1.0 sacks, 1 interception, 3 fumbles recovered",,2023_ROSTER.HTM,Table_1
MLB,Nick Bolton,23.0,2,8.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RLB,Leo Chenal,23.0,1,10.0,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Trent McDuffie+,23.0,1,16.0,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,L'Jarius Sneed,26.0,3,16.0,"0.0 sacks, 2 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
SS,Justin Reid,26.0,5,16.0,"3.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Bryan Cook,24.0,1,12.0,"0.0 sacks, 1 interception, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Trevor Lawrence,24.0,2,16.0,"370 for 564, 4,016 yards, 21 td, 14 int, & 70 rushes for 339 yards and 4 td",,2023_ROSTER.HTM,Table_1
RB,Travis Etienne,24.0,1,17.0,"267 rushes for 1,008 yards, 11 td, & 58 catches for 476 yards and 1 td",,2023_ROSTER.HTM,Table_1
WR,Christian Kirk,27.0,5,12.0,"57 catches for 787 yards, 3 td, & 1 rush for 6 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Calvin Ridley,29.0,5,17.0,"76 catches for 1,016 yards, 8 td, & 9 rushes for 23 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Evan Engram*,29.0,6,15.0,"114 catches for 963 yards, 4 td",,2023_ROSTER.HTM,Table_1
TE,Luke Farrell,26.0,2,8.0,"13 catches for 155 yards, 0 td",,2023_ROSTER.HTM,Table_1
LT,Cam Robinson,28.0,6,9.0,,,2023_ROSTER.HTM,Table_1
LG,Tyler Shatley,32.0,9,6.0,,,2023_ROSTER.HTM,Table_1
C,Luke Fortner,25.0,1,17.0,,,2023_ROSTER.HTM,Table_1
RG,Brandon Scherff,32.0,8,17.0,,,2023_ROSTER.HTM,Table_1
RT,Anton Harrison,21.0,Rook,17.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Roy Robertson-Harris,30.0,6,17.0,"3.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
NT,Folorunso Fatukasi,28.0,5,16.0,,,2023_ROSTER.HTM,Table_1
RDE,Adam Gotsis,31.0,7,7.0,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,Josh Hines-Allen*,26.0,4,17.0,"17.5 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LILB,Foyesade Oluokun,28.0,5,17.0,"2.5 sacks, 1 interception, 3 fumbles recovered",,2023_ROSTER.HTM,Table_1
RILB,Devin Lloyd,25.0,1,15.0,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
ROLB,Travon Walker,23.0,1,17.0,"10.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Darious Williams,30.0,5,17.0,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Tyson Campbell,23.0,2,11.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Rayshawn Jenkins,29.0,6,17.0,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Andre Cisco,23.0,2,15.0,"0.5 sacks, 4 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Brock Purdy*,24.0,1.0,16.0,"308 for 444, 4,280 yards, 31 td, 11 int, & 39 rushes for 144 yards and 2 td",,2023_ROSTER.HTM,Table_1
RB,Christian McCaffrey*+,27.0,6.0,16.0,"272 rushes for 1,459 yards, 14 td, & 67 catches for 564 yards and 7 td",,2023_ROSTER.HTM,Table_1
FB,Kyle Juszczyk*+,32.0,10.0,16.0,"5 rushes for 6 yards, 0 td, & 14 catches for 119 yards and 2 td",,2023_ROSTER.HTM,Table_1
WR,Brandon Aiyuk,25.0,3.0,16.0,"75 catches for 1,342 yards, 7 td",,2023_ROSTER.HTM,Table_1
WR,Deebo Samuel,27.0,4.0,15.0,"60 catches for 892 yards, 7 td, & 37 rushes for 225 yards and 5 td",,2023_ROSTER.HTM,Table_1
TE,George Kittle*+,30.0,6.0,16.0,"65 catches for 1,020 yards, 6 td, & 1 rush for 2 yards and 0 td",,2023_ROSTER.HTM,Table_1
LT,Trent Williams*+,35.0,13.0,15.0,,,2023_ROSTER.HTM,Table_1
LG,Aaron Banks,26.0,2.0,14.0,,,2023_ROSTER.HTM,Table_1
C,Jake Brendel,31.0,7.0,17.0,,,2023_ROSTER.HTM,Table_1
RG,Spencer Burford,23.0,1.0,13.0,,,2023_ROSTER.HTM,Table_1
RT,Colton McKivitz,27.0,3.0,17.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Clelin Ferrell,26.0,4.0,17.0,"3.5 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LDT,Arik Armstead,30.0,8.0,12.0,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDT,Javon Hargrave*,30.0,7.0,16.0,"7.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Nick Bosa*,26.0,4.0,17.0,"10.5 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LLB,Ambry Thomas,24.0,2.0,6.0,"0.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
MLB,Fred Warner*+,27.0,5.0,17.0,"2.5 sacks, 4 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RLB,Dre Greenlaw,26.0,4.0,15.0,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Charvarius Ward*,27.0,5.0,17.0,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Deommodore Lenoir,24.0,2.0,17.0,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Talanoa Hufanga,24.0,2.0,10.0,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Tashaun Gipson,33.0,11.0,16.0,"1.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Will Levis,24.0,Rook,9.0,"149 for 255, 1,808 yards, 8 td, 4 int, & 25 rushes for 57 yards and 1 td",,2023_ROSTER.HTM,Table_1
RB,Derrick Henry*,29.0,7,17.0,"280 rushes for 1,167 yards, 12 td, & 28 catches for 214 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Treylon Burks,23.0,1,9.0,"16 catches for 221 yards, 0 td, & 5 rushes for 18 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,DeAndre Hopkins,31.0,10,16.0,"75 catches for 1,057 yards, 7 td, & 2 rushes for 9 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Chigoziem Okonkwo,24.0,1,11.0,"54 catches for 528 yards, 1 td, & 2 rushes for 6 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Trevon Wesco,28.0,4,10.0,"1 catch for 21 yards, 0 td",,2023_ROSTER.HTM,Table_1
LT,Andre Dillard,28.0,4,10.0,,,2023_ROSTER.HTM,Table_1
LG,Peter Skoronski,22.0,Rook,14.0,,,2023_ROSTER.HTM,Table_1
C,Aaron Brewer,26.0,3,17.0,,,2023_ROSTER.HTM,Table_1
RG,Daniel Brunskill,29.0,4,14.0,,,2023_ROSTER.HTM,Table_1
RT,Chris Hubbard,32.0,9,9.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Denico Autry,33.0,9,14.0,"11.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LDT,Teair Tart,26.0,3,9.0,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDT,Jeffery Simmons,26.0,4,12.0,"5.5 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDE,Kyle Peko,30.0,7,10.0,,,2023_ROSTER.HTM,Table_1
LILB,Azeez Al-Shaair,26.0,4,17.0,"2.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
